"ICTVnames" "accessionIDs"
"Bimiti orthobunyavirus" "L: NC_038724; M: NC_038723; S: NC_038725"
"Birao orthobunyavirus" "L: NC_043651; M: NC_043652; S: NC_043650"
"Bozo orthobunyavirus" "L: NC_043655; M: NC_043653; S: NC_043654"
"Brazoran orthobunyavirus" "L: NC_022039; M: NC_022038; S: NC_022037"
"Bruconha orthobunyavirus" "L: KM280929; M: KM280924; S: KM280937"
"Buffalo Creek orthobunyavirus" "L: KJ481929; M: KJ481928; S: KJ481927"
"Bunyamwera orthobunyavirus" "L: NC_001925; M: NC_001926; S: NC_001927"
"Buttonwillow orthobunyavirus" "L: NC_043597; M: NC_043599; S: NC_043598"
"Bwamba orthobunyavirus" "L: NC_034479; M: NC_034490; S: NC_034480"
"Cache Valley orthobunyavirus" "L: NC_043618; M: NC_043619; S: NC_043620"
"Cachoeira Porteira orthobunyavirus" "L: NC_043575; M: NC_043573; S: NC_043574"
"California encephalitis orthobunyavirus" "L: KX817312; M: KX817313; S: KX817314"
"Capim orthobunyavirus" "L: NC_034482; M: NC_034493; S: NC_034483"
"Caraparu orthobunyavirus" "L: NC_034489; M: NC_034477; S: NC_034478"
"Cat Que orthobunyavirus" "L: NC_024076; M: NC_024074; S: NC_024075"
"Catu orthobunyavirus" "L: NC_038728; M: NC_038727; S: NC_038726"
"Enseada orthobunyavirus" "L: NC_043614; M: NC_043612; S: NC_043613"
"Faceys paddock orthobunyavirus" "L: KF697138; M: KF697137; S: KF697136"
"Fort Sherman orthobunyavirus" "L: NC_043617; M: NC_043615; S: NC_043616"
"Gamboa orthobunyavirus" "L: NC_038729; M: NC_038730; S: NC_038731"
"Gan Gan orthobunyavirus" "L: KR013232; M: KR013233; S: KR013234"
"Guajara orthobunyavirus" "L: NC_038734; M: NC_038733; S: NC_038732"
"Guama orthobunyavirus" "L: NC_038736; M: NC_038735; S: NC_038737"
"Guaroa orthobunyavirus" "L: NC_034487; M: NC_034506; S: NC_034486"
"Iaco orthobunyavirus" "L: NC_043568; M: NC_043567; S: NC_043569"
"Ilesha orthobunyavirus" "L: NC_043587; M: NC_043586; S: NC_043585"
"Ingwavuma orthobunyavirus" "L: NC_043588; M: NC_043589; S: NC_043590"
"Jamestown Canyon orthobunyavirus" "L: NC_043559; M: NC_043560; S: NC_043558"
"Jatobal orthobunyavirus" "L: NC_043578; M: NC_043577; S: NC_043576"
"Kaeng Khoi orthobunyavirus" "L: NC_034499; M: NC_034500; S: NC_034501"
"Kairi orthobunyavirus" "L: NC_038738; M: NC_038739; S: NC_038740"
"Keystone orthobunyavirus" "L: NC_043629; M: NC_043627; S: NC_043628"
"Koongol orthobunyavirus" "L: NC_038741; M: NC_038742; S: NC_038743"
"La Crosse orthobunyavirus" "L: EF485032; M: EF485031; S: EF485030"
"Leanyer orthobunyavirus" "L: NC_043563; M: NC_043562; S: NC_043561"
"Lumbo orthbunyavirus" "L: NC_043632; M: NC_043630; S: NC_043631"
"Macaua orthobunyavirus" "L: JN572068; M: JN572069; S: JN572070"
"Madrid orthobunyavirus" "L: NC_034497; M: NC_034505; S: NC_034498"
"Maguari orthobunyavirus" "L: KY910429; M: KY910430; S: KY910431"
"Mahogany Hammock orthobunyavirus" "L: KP835520; M: KP835519; S: KP835518"
"Main Drain orthobunyavirus" "L: MH484306; M: MH484307; S: MH484308"
"Manzanilla orthobunyavirus" "L: KF697150; M: KF697149 ; S: KF697148"
"Mapputta orthobunyavirus" "L: KJ481923; M: KJ481922; S: KJ481921"
"Maprik orthobunyavirus" "L: NC_026281; M: NC_026283; S: NC_026282"
"Marituba orthobunyavirus" "L: NC_034495; M: NC_034504; S: NC_034496"
"Matruh orthobunyavirus" "L: KP792693; M: KP792692; S: KP792691"
"Melao orthobunyavirus" "L: NC_043634; M: NC_043633; S: NC_043635"
"Mermet orthobunyavirus" "L: NC_043591; M: NC_043592; S: NC_043593"
"Moju orthobunyavirus" "L: KP792675; M: KP792674; S: KP792673"
"MPoko orthobunyavirus" "S: NC_043431"
"Nyando orthobunyavirus" "L: NC_034492; M: NC_034491; S: NC_034481"
"Oriboca orthobunyavirus" "L: NC_034475; M: NC_034488; S: NC_034476"
"Oropouche orthobunyavirus" "L: NC_005776; M: NC_005775; S: NC_005777"
"Oyo orthobunyavirus" "L: HM639780; M: HM639779; S: HM639778"
"Patois orthobunyavirus" "L: NC_043690; M: NC_043691; S: NC_043689"
"Peaton orthobunyavirus" "L: NC_043550; M: NC_043551; S: NC_043549"
"Potosi orthobunyavirus" "L: NC_043646; M: NC_043645; S: NC_043647"
"Sabo orthobunyavirus" "L: NC_043553; M: NC_043552; S: NC_043554"
"San Angelo orthobunyavirus" "L: NC_043637; M: NC_043638; S: NC_043636"
"Sango orthobunyavirus" "L: NC_043556; M: NC_043555; S: NC_043557"
"Schmallenberg orthobunyavirus" "L: NC_043583; M: NC_043584; S: NC_043582"
"Sedlec orthobunyavirus" "L: MH484327; M: MH484328; S: MH484329"
"Serra do Navio orthobunyavirus" "L: NC_043641; M: NC_043639; S: NC_043640"
"Shark River orthobunyavirus" "L: MH017278; M: MH017284; S: MH017271"
"Shuni orthobunyavirus" "L: NC_043699; M: NC_043697; S: NC_043698"
"Simbu orthobunyavirus" "L: NC_018476; M: NC_018478; S: NC_018477"
"Snowshoe hare orthobunyavirus" "L: EU203678; M: EU262553; S: EU294510"
"Sororoca orthobunyavirus" "L: NC_043570; M: NC_043571; S: NC_043572"
"Tacaiuma orthobunyavirus" "L: NC_043692; M: NC_043694; S: NC_043693"
"Tahyna orthobunyavirus" "L: EU665255; M: EU622819; S: EU622820"
"Tataguine orthobunyavirus" "L: NC_043607; M: NC_043608; S: NC_043606"
"Tensaw orthobunyavirus" "L: NC_043546; M: NC_043548; S: NC_043547"
"Tete orthobunyavirus" "L: NC_039184; M: NC_039183; S: NC_039185"
"Thimiri orthobunyavirus" "L: MH484336; M: MH484337; S: MH484338"
"Triniti orthobunyavirus" "L: MG792213; M: MG792214; S: MG792215"
"Trivittatus orthobunyavirus" "L: KR149249; M: KR149248; S: KR149247"
"Turlock orthobunyavirus" "L: NC_043037; M: NC_043036; S: NC_043035"
"Utinga orthobunyavirus" "L: NC_043594; M: NC_043595; S: NC_043596"
"Witwatersrand orthobunyavirus" "L: NC_043674; M: NC_043675; S: NC_043673"
"Wolkberg orthobunyavirus" "L: NC_034633; M: NC_034631; S: NC_034632"
"Wyeomyia orthobunyavirus" "L: NC_039186; M: NC_039187; S: NC_039188"
"Caimito pacuvirus" "L: MK330759; M: MK330760; S: MK330761"
"Chilibre pacuvirus" "L: MK330762; M: MK330763; S: MK330764"
"Pacui pacuvirus" "L: NC_043600; M: NC_043602; S: NC_043601"
"Rio Preto da Eva pacuvirus" "L: NC_043605; M: NC_043603; S: NC_043604"
"Tapirape pacuvirus" "L: KM225260; M: KM225261; S: KM225262"
"Insect shangavirus" "L: NC_031221; M: NC_031222; S: NC_031223"
"Ferak feravirus" "L: NC_043031; M: NC_043033; S: NC_043032"
"Hemipteran feravirus" "L: MT153364; M: MT153439; S: MT153396"
"Neuropteran feravirus" "L: MW039262; M: MW039263; S: MW039264"
"Hymenopteran hymovirus 1" "MW274746; MW274747; MW274748"
"Hymenopteran hymovirus 2" "MW274743; MW274744; MW274745"
"Jonchet jonvirus" "L: NC_038706; M: NC_038708; S: NC_038707"
"Anopheles orthophasmavirus" "L: MH822966; M: MH822967; S: MH822968"
"Coleopteran orthophasmavirus" "L: MT153542; M: MT153459; S: MT153483"
"Culex orthophasmavirus" "L: MF176242; M: MF176243; S: MF176244"
"Ganda orthophasmavirus" "L: NC_043642; M: NC_043643; S: NC_043644"
"Kigluaik phantom orthophasmavirus" "L: NC_034462; M: NC_034469; S: NC_034463"
"Niukluk phantom orthophasmavirus" "L: MN168168; M: MN168169; S: MN168170"
"Odonate orthophasmavirus" "L: NC_032151; M: NC_032153; S: NC_032152"
"Qingling orthophasmavirus" "L: NC_032135; M: NC_032136; S: NC_032137"
"Wuchang cockroach orthophasmavirus 1" "L: NC_031293; M: NC_031294; S: NC_031296"
"Wuhan mosquito orthophasmavirus 1" "L: NC_031307; M: NC_031308; S: NC_031310"
"Wuhan mosquito orthophasmavirus 2" "L: NC_031312; M: NC_031309; S: NC_031311"
"Sanxia sawastrivirus" "L: KM817675; M: KX650646; S: KX650647"
"Insect wuhivirus" "L: NC_030752; M: NC_030750; S: NC_030751"
"Bhanja bandavirus" "L: NC_027140; M: NC_027141; S: NC_027142"
"Dabie bandavirus" "L: NC_018136; M: NC_018138; S: NC_018137"
"Guertu bandavirus" "L: NC_043611; M: NC_043609; S: NC_043610"
"Heartland bandavirus" "L: KJ740148; M: KJ740147; S: KJ740146"
"Hunter Island bandavirus" "L: KF848980; M: KF848981; S: KF848982"
"Kismaayo bandavirus" "L: KM114252; M: KM114253; S: KM114254"
"Lone star bandavirus" "L: NC_021242; M: NC_021243; S: NC_021244"
"Razdan bandavirus" "L: NC_022630; M: NC_022631; S: NC_022632"
"Dipteran beidivirus" "L: NC_032158; M: NC_032159; S: NC_032160"
"Citrus coguvirus" "RNA1: NC_035759; RNA2: NC_035454"
"Coguvirus eburi" "RNA1: MG764565; RNA2: MG764566"
"Grapevine coguvirus" "RNA1: MN520751; RNA2: MN520752; RNA3: MN520753"
"Entoleuca entovirus" "RNA1: MF375882; RNA2: MK140653"
"Cumuto goukovirus" "L: NC_043045; M: NC_043046; S: NC_043047"
"Gouleako goukovirus" "L: NC_043051; M: NC_043049; S: NC_043050"
"Yichang insect goukovirus" "L: NC_031320; M: NC_031321; S: NC_031322"
"Horsefly horwuvirus" "S1: NC_031313; S2: NC_031316; S3: NC_031315; S4: NC_031314"
"Kimberley horwuvirus" "MT498812; MT498813; MT498814; MT498815"
"Dipteran hudivirus" "L: NC_032280; M: NC_032278; S: NC_032279"
"Lepidopteran hudovirus" "L: NC_032282; M: NC_032257; S: NC_032256"
"Norway ixovirus" "L: MF141052; S: MF141053"
"Scapularis ixovirus" "L: KU230449; S: KU230450"
"Grapevine laulavirus 2" "RNA1: MN520754; RNA2: MN520755; RNA3:MN520756"
"Grapevine laulavirus 3" "RNA1: MN520757; RNA2: MN520758; RNA3: MN520759"
"Grapevine laulavirus 4" "RNA1: MT353902; RNA2:MT353903; RNA3: MT353904"
"Laurel Lake laulavirus" "L: NC_043679; M: NC_043680; S: NC_043681"
"Lentinula lentinuvirus" "RNA1: LC466008; RNA2: LC466009"
"Mothra mobuvirus" "L: NC_043477; M: NC_043479; S: NC_043478"
"Narangue mobuvirus" "L: MN661012; M: MN661014; S: MN661013"
"Badu phasivirus" "L: NC_038257; M: NC_038258; S: NC_038259"
"Dipteran phasivirus" "L: NC_032276; M: NC_032277; S: NC_032281"
"Fly phasivirus" "L: NC_031298; M: NC_031295; S: NC_031297"
"Guadeloupe phasivirus" "L: MN053784; M: MN053785; S: MN053786"
"Kimberley phasivirus" "L: MT498816; M: MT498818; S: MT498817"
"Phasi Charoen-like phasivirus" "L: NC_038262; M: NC_038261; S: NC_038263"
"Wutai mosquito phasivirus" "L: NC_031317; M: NC_031318; S: NC_031319"
"Adana phlebovirus" "L: NC_029127; M: NC_129128; S: NC_029129"
"Aguacate phlebovirus" "L: NC_015451; M: NC_015450; S: NC_015452"
"Alcube phlebovirus" "L: KR363190; M: KR363191; S: KR363192"
"Alenquer phlebovirus" "L: HM119401; M: HM119402; S: HM119403"
"Ambe phlebovirus" "L: NC_033844; M: NC_033835; S: NC_033845"
"Anhanga phlebovirus" "L: NC_033836; M: NC_033846; S: NC_033837"
"Arumowot phlebovirus" "L: MF593931; M: MF593932; S: MF593933"
"Bogoria phlebovirus" "L: MT270828; M: MT270829; S: MT270830"
"Buenaventura phlebovirus" "L: KP272001; M: KP272002; S: KP272003"
"Bujaru phlebovirus" "L: KX611388; M: KX611389; S: KX611390"
"Cacao phlebovirus" "L: MK330756; M: MK330757; S: MK330758"
"Campana phlebovirus" "L: KP272040; M: KP272041; S: KP272042"
"Candiru phlebovirus" "L: NC_015374; M: NC_015373; S: NC_015375"
"Chagres phlebovirus" "L: HM566147; M: HM566146; S: HM566148"
"Cocle phlebovirus" "L: KP272036; M: KP272034; S: KP272035"
"Corfou phlebovirus" "L: KR106177; M: KR106178; S: KR106179"
"Dashli phlebovirus" "L: KP771821; M: KP771822; S: KP771823"
"Durania phlebovirus" "L: HM566155; M: HM566157; S: HM566156"
"Echarate phlebovirus" "L: HM119410; M: HM119411; S: HM119412"
"Embossos phlebovirus" "L: MT270825; M: MT270826; S: MT270827"
"Frijoles phlebovirus" "L: NC_043209; M: NC_043207; S: NC_043208"
"Gabek phlebovirus" "L: KF297903; M: KF297904; S: KF297905"
"Gordil phlebovirus" "L: KF297900; M: KF297901; S: KF297902"
"Icoaraci phlebovirus" "L: MK330768; M: MK330769; S: MK330770"
"Itaituba phlebovirus" "L: HM119416; M: HM119417; S: HM119418"
"Itaporanga phlebovirus" "L: MK330771; M: MK330772; S: MK330773"
"Ixcanal phlebovirus" "L: HM566162; M: HM566163; S: HM566161"
"Karimabad phlebovirus" "L: KF297909; M: KF297910; S: KF297911"
"Kiborgoch phlebovirus" "L: MT270831; M: MT270832; S: MT270833"
"La Gloria phlebovirus" "L: MK524332; M: MK524333; S: MK524334"
"Leticia phlebovirus" "L: HM566152; M: HM566154; S: HM566153"
"Maldonado phlebovirus" "L: HM119413; M: HM119414; S: HM119415"
"Massilia phlebovirus" "L: EU725771; M: EU725772; S: EU725773"
"Medjerda phlebovirus" "L: KU255114; M: KU255115; S: KU297253"
"Mona Grita phlebovirus" "L: MK524337; M: MK524338; S: MK524339"
"Mukawa phlebovirus" "L: NC_043510; M: NC_043509; S: NC_043511"
"Munguba phlebovirus" "L: NC_033830; M: NC_033847; S: NC_033831"
"Naples phlebovirus" "L: HM566172; M: HM566171; S: HM566170"
"Nique phlebovirus" "L: HM119425; M: HM119426; S: HM119427"
"Ntepes phlebovirus" "L: MF695812; M: MF695810; S: MF695811"
"Odrenisrou phlebovirus" "L: HM566174; M: HM566173; S: HM566175"
"Oriximina phlebovirus" "L: HM119434; M: HM119435; S: HM119436"
"Pena Blanca phlebovirus" "L: MK524341; M: MK524342; S: MK524343"
"Penshurt phlebovirus" "L: MN163121; M: MN163122; S: MN163123"
"Perkerra phlebovirus" "L: MT270834; M: MT270835; S: MT270836"
"Punique phlebovirus" "L: JF920133; M: JF920134; S: JF920135"
"Punta Toro phlebovirus" "L: NC_039192; M: NC_039191; S: NC_039193"
"Rift Valley fever phlebovirus" "L: NC_014397; M: NC_014396; S: NC_014395"
"Rio Grande phlebovirus" "L: MK503253; M: MK503254; S: MK503255"
"Salanga phlebovirus" "L: KC669549; M: KC669550; S: KC669551"
"Salehabad phlebovirus" "L: JX472403; M: JX472404; S: JX472405"
"Salobo phlebovirus" "L: HM627185; M: HM627183; S: HM627184"
"Sicilian phlebovirus" "L: NC_015412; M: NC_015411; S: NC_015413"
"Tapara phlebovirus" "L: NC_033848; M: NC_033838; S: NC_033839"
"Tehran phlebovirus" "L: JF939846; M: JF939847; S: JF939848"
"Tico phlebovirus" "L: MK524345; M: MK524346; S: MK524347"
"Toros phlebovirus" "L: NC_029903; M: NC_037614; S: NC_037615"
"Toscana phlebovirus" "L: NC_006319; M: NC_006320; S: NC_006318"
"Tres Almendras phlebovirus" "L: MK524348; M: MK524349; S: MK524350"
"Turuna phlebovirus" "L: HM119431; M: HM119432; S: HM119433"
"Uriurana phlebovirus" "L: HM566189; M: HM566188; S: HM566190"
"Urucuri phlebovirus" "L: NC_033841; M: NC_033842; S: NC_033843"
"Viola phlebovirus" "L: MF289183; M: MF289182"
"Zerdali phlebovirus" "L: NC_029901; M: NC_037612; S: NC_037613"
"Pidgey pidchovirus" "L: NC_043482; M: NC_043481; S: NC_04348"
"Apple rubodvirus 1" "L: MF062125; M: MF062126; S: MF062127"
"Apple rubodvirus 2" "L: MF062139; Ma: MF062142; Mb: MF062143; Sa: MF062140; Sb: MF062141"
"Grapevine rubodvirus 1" "RNA1: MK728657; RNA2: MK728658; RNA3: MK728659"
"Grapevine rubodvirus 2" "RNA1: MK728654; RNA2: MK728655; RNA3: MK728656"
"Human tanzavirus" "L: MN062090; M: MN062091; S: MN062092"
"Echinochloa hoja blanca tenuivirus" "RNA3: NC_038934; RNA4: NC_038935; RNA5: NC_038936"
"European wheat striate mosaic tenuivirus" "RNA1: MN044342; RNA2: MN044343; RNA3: MN044344; RNA4: MN044345"
"Iranian wheat stripe tenuivirus" "RNA2: NC_038748; RNA3: NC_038750; RNA5: NC_038749"
"Maize stripe tenuivirus" "RNA2: NC_038751; RNA§: NC_038754; RNA4: NC_038752; RNA5: NC_038753"
"Melon tenuivirus" "RNA1: NC_040450; RNA2: NC_040451; RNA3: NC_040448; RNA4: NC_040454; RNA5: NC_040449; RNA6: NC_040452; RNA7: NC_040453; RNA8: NC_040455"
"Rice grassy stunt tenuivirus" "RNA1: NC_002323; RNA2: NC_002324; RNA3: NC_002325; RNA4: NC_002326; RNA5: NC_002327; RNA6: NC_002328"
"Rice hoja blanca tenuivirus" "RNA1: NC_036597; RNA2: NC_036598; RNA3: NC_036602; RNA4: NC_036599"
"Rice stripe tenuivirus" "RNA1: NC_003755; RNA2: NC_003754; RNA3: NC_003776; RNA4: NC_003753"
"Urochloa hoja blanca tenuivirus" "RNA3: NC_038757; RNA4: NC_038758"
"Dabieshan uukuvirus" "L: KM817666; S: KM817733"
"Grand Arbaud uukuvirus" "L: JF838327; M: JF838328; S: JF838329"
"Kabuto mountain uukuvirus" "L: NC_036604; M: NC_036605; S: NC_036606"
"Kaisodi uukuvirus" "L: NC_040494; M: NC_040493; S: NC_040492"
"Lihan uukuvirus" "L: KM817672; S: KM817736"
"Murre uukuvirus" "L: JF838330; M: JF838331; S: JF838332"
"Precarious Point uukuvirus" "L: HM566181; M: HM566179; S: HM566180"
"Rukutama uukuvirus" "L: KF892052; M: KF892053; S: KF892054"
"Silverwater uukuvirus" "L: KM114257; M: KM114255; S: KM114256"
"Tacheng uukuvirus" "L: KM817684; S: KM817744"
"Uukuniemi uukuvirus" "L: NC_005214; M: NC_005220; S: NC_005221"
"Yongjia uukuvirus" "L: KM817704; S: KM817764"
"Zaliv Terpeniya uukuvirus" "L: HM566191; M: HM566193; S: HM566192"
"Shrimp wenrivirus" "L: NC_031287; M: NC_031292; S: NC_031290"
"Alstroemeria necrotic streak orthotospovirus" "L: MG696851; M: MG696852; S: MG696853"
"Alstroemeria yellow spot orthotospovirus" "L: NC_040742; M: NC_040743; S: NC_040741"
"Bean necrotic mosaic orthotospovirus" "L: NC_018070; M: NC_018072; S: NC_018071"
"Calla lily chlorotic spot orthotospovirus" "L: FJ822962; M: FJ822961; S: AY867502"
"Capsicum chlorosis orthotospovirus" "L: NC_008302; M: NC_008303; S: NC_008301"
"Chrysanthemum stem necrosis orthotospovirus" "L: NC_027718; M: NC_027720; S: NC_027719"
"Groundnut bud necrosis orthotospovirus" "L: NC_003614; M: NC_003620; S: NC_003619"
"Groundnut chlorotic fan spot orthotospovirus" "L: KP146140; M: KP146141; S: AF080526"
"Groundnut ringspot orthotospovirus" "L: NC_043503; M: NC_043502; S: NC_043504"
"Groundnut yellow spot orthotospovirus" "S: NC_043210"
"Hippeastrum chlorotic ringspot orthotospovirus" "L: HG763861; M: JX833565; S: JX833564"
"Impatiens necrotic spot orthotospovirus" "L: NC_003625; M: NC_003616; S: NC_003624"
"Iris yellow spot orthotospovirus" "L: NC_029799; M: NC_038232; S: NC_029800"
"Melon yellow spot orthotospovirus" "L: NC_008306; M: NC_008307; S: NC_008300"
"Pepper chlorotic spot orthotospovirus" "L: NC_033774; M: NC_033773; S: NC_033772"
"Polygonum ringspot orthotospovirus" "L: NC_039204; M: NC_039203; S: NC_039205"
"Soybean vein necrosis orthotospovirus" "L: HQ728385; M: HQ728386; S: HQ728387"
"Tomato chlorotic spot orthotospovirus" "L: HQ700667"
"Tomato spotted wilt orthotospovirus" "L: NC_002052; M: NC_002050; S: NC_002051"
"Tomato yellow ring orthotospovirus" "L: JN560178; M: JN560177; S: AY686718"
"Tomato zonate spot orthotospovirus" "L: NC_010491; M: NC_010490; S: NC_010489"
"Watermelon bud necrosis orthotospovirus" "L: NC_038289; M: NC_038290; S: NC_038288"
"Watermelon silver mottle orthotospovirus" "L: NC_003832; M: NC_003841; S: NC_003843"
"Zucchini lethal chlorosis orthotospovirus" "L: NC_031762; M: NC_031758; S: NC_031759"
"Millipede wumivirus" "L: NC_043500; M: NC_043499; S: NC_043501"
"Tilapia tilapinevirus" "RNA1: NC_029926; RNA2: NC_029921; RNA3: NC_029927; RNA4: NC_029922; RNA5: NC_029923; RNA6: NC_029928; RNA7: NC_029924; RNA8: NC_029929; RNA9: NC_029925; RNA10: NC_029930"
"Influenza A virus" "RNA1: NC_002023; RNA2: NC_002021; RNA3: NC_002022; RNA4: NC_002017; RNA5: NC_002019; RNA6: NC_002018; RNA7: NC_002016; RNA8: NC_002020"
"Influenza B virus" "RNA1: NC_002204; RNA2: NC_002205; RNA3: NC_002206; RNA4: NC_002207; RNA5: NC_002208; RNA6: NC_002209; RNA7: NC_002210; RNA8: NC_002211"
"Influenza D virus" "RNA1: NC_006307; RNA2: NC_006308; RNA3: NC_006309; RNA4: NC_006310; RNA5: NC_006311; RNA6: NC_006312; RNA7: NC_006306"
"Influenza C virus" "RNA1: NC_036616; RNA2: NC_036615; RNA3: NC_036619; RNA4: NC_036618; RNA5: NC_036617; RNA6: NC_036620; RNA7: NC_036621"
"Salmon isavirus" "RNA1: NC_006505; RNA2: NC_006503; RNA3: NC_006502; RNA4: NC_006501; RNA5: NC_006500; RNA6: NC_006499; RNA7: NC_006498; RNA8: NC_006497"
"Johnston Atoll quaranjavirus" "NC_043229; NC_043230"
"Quaranfil quaranjavirus" "RNA1: NC_038817; RNA2: NC_038818; RNA3: NC_038821; RNA4: NC_038819; RNA5: NC_038820; RNA6: NC_038822"
"Dhori thogotovirus" "RNA1: NC_034261; RNA2: NC_034263; RNA3: NC_034254; RNA4: NC_034255; RNA5: NC_034262; RNA6: NC_034256"
"Thogoto thogotovirus" "RNA1: NC_006508; RNA2: NC_006495; RNA3: NC_006496; RNA4: NC_006506; RNA5: NC_006507; RNA6: NC_006504"
"Allium cepa amalgavirus 1" "NC_036580"
"Allium cepa amalgavirus 2" "NC_036581"
"Blueberry latent virus" "NC_014593"
"Rhododendron virus A" "NC_014481"
"Southern tomato virus" "NC_011591"
"Spinach amalgavirus 1" "NC_035070"
"Vicia cryptic virus M" "NC_043095"
"Zygosaccharomyces bailii virus Z" "KU200450"
"Curvularia orthocurvulavirus 1" "RNA1: NC_010985; RNA2: NC_010986"
"Fusarium graminearum orthocurvulavirus" "RNA1: NC_013470; RNA2: NC_013471"
"Heterobasidion orthocurvulavirus" "HQ189459; MK468678"
"Lactarius rufus orthocurvulavirus 1" "MT130415; MT130416"
"Lactarius tabidus orthocurvulavirus 1" "KT733084; MG596785"
"Rhizoctonia solani orthocurvulavirus 1" "JX976612; JX976613"
"Sclerotium hydrophilum orthocurvulavirus 1" "NC_030888; NC_030891"
"Trichoderma harzianum orthocurvulavirus 1" "NC_040768; NC_040769"
"Cryphonectria hypovirus 1" "NC_001492"
"Cryphonectria hypovirus 2" "NC_003534"
"Cryphonectria hypovirus 3" "NC_000960"
"Cryphonectria hypovirus 4" "NC_006431"
"Beet cryptic virus 1" "RNA1: NC_011556; RNA2: NC_011557"
"Carrot cryptic virus" "RNA1: NC_038824; RNA2: NC_038823"
"Cherry chlorotic rusty spot associated partitivirus" "RNA1: NC_006441; RNA2: NC_006440"
"Chondrostereum purpureum cryptic virus 1" "RNA1: NC_038916; RNA2: NC_038915"
"Flammulina velutipes browning virus" "RNA1: NC_038826; RNA2: NC_038825"
"Helicobasidium mompa partitivirus V70" "RNA1: NC_043392"
"Heterobasidion partitivirus 1" "RNA1: NC_038827; RNA2: NC_038828"
"Heterobasidion partitivirus 3" "RNA1: NC_038836; RNA2: NC_038835"
"Heterobasidion partitivirus 12" "RNA1: NC_038829; RNA2: NC_038830"
"Heterobasidion partitivirus 13" "RNA1: NC_038831; RNA2: NC_038832"
"Heterobasidion partitivirus 15" "RNA1: NC_038834; RNA2: NC_038833"
"Rosellinia necatrix partitivirus 2" "RNA1: NC_020234; RNA2: NC_020235"
"Vicia cryptic virus" "RNA1: NC_007241; RNA2: NC_007242"
"White clover cryptic virus 1" "RNA1: NC_006275; RNA2: NC_006276"
"Atkinsonella hypoxylon virus" "RNA1: NC_003470; RNA2: NC_003471"
"Cannabis cryptic virus" "RNA1: JN196536; RNA2: JN196537"
"Ceratocystis resinifera virus 1" "RNA1: NC_010755; RNA2: NC_010754"
"Crimson clover cryptic virus 2" "RNA1: NC_038837; RNA2: NC_038838"
"Dill cryptic virus 2" "RNA1: NC_021147; RNA2: NC_021148"
"Fusarium poae virus 1" "RNA1: NC_003884; RNA2: NC_003883"
"Heterobasidion partitivirus 2" "RNA1: NC_038839; RNA2: NC_038840"
"Heterobasidion partitivirus 7" "RNA1: NC_035485; RNA2: NC_035486"
"Heterobasidion partitivirus 8" "RNA1: NC_038841; RNA2: NC_038842"
"Heterobasidion partitivirus P" "RNA1: NC_043393"
"Hop trefoil cryptic virus 2" "RNA1: NC_021098; RNA2: NC_021099"
"Pleurotus ostreatus virus 1" "RNA1: NC_006961; RNA2: NC_006960"
"Primula malacoides virus 1" "RNA1: NC_013109; RNA2: NC_013110"
"Red clover cryptic virus 2" "RNA1: NC_021096; RNA2: NC_021097"
"Rhizoctonia solani virus 717" "RNA1: NC_003801; RNA2: NC_003802"
"Rosellinia necatrix virus 1" "RNA1: NC_007537; RNA2: NC_007538"
"White clover cryptic virus 2" "RNA1: NC_021094; RNA2: NC_021095"
"Cryptosporidium parvum virus 1" "RNA1: NC_038843; RNA2: NC_038844"
"Beet cryptic virus 2" "RNA1: NC_038845; RNA2: NC_ 038846; RNA3: NC_038847"
"Beet cryptic virus 3" "RNA2: NC_043394"
"Fig cryptic virus" "RNA1: NC_015494; RNA2: NC_015495"
"Pepper cryptic virus 1" "RNA1: NC_037095; RNA2: NC_037096"
"Pepper cryptic virus 2" "RNA1: NC_034159; RNA2: NC_034167"
"Aspergillus ochraceous virus" "RNA1: NC_043396; RNA2: NC_043397; RNA3: NC_043395"
"Discula destructiva virus 1" "RNA1: NC_002797; RNA2: NC_002800"
"Discula destructiva virus 2" "RNA1: NC_003710; RNA2: NC_003711"
"Fusarium solani virus 1" "RNA1: NC_003885; RNA2: NC_003886"
"Gremmeniella abietina RNA virus MS1" "RNA1: NC_004018; RNA2: NC_004019; RNA3: NC_004020"
"Ophiostoma partitivirus 1" "RNA1: NC_038918; RNA2: NC_038917"
"Penicillium stoloniferum virus F" "RNA1: NC_007221; RNA2: NC_007222"
"Penicillium stoloniferum virus S" "RNA1: NC_005976; RNA2: NC_005977"
"Beihai picobirnavirus" "Seg1: NC_032498; Seg2: NC_032502"
"Equine picobirnavirus" "Seg1: KR902508; Seg2: KR902507"
"Human picobirnavirus" "RNA1: NC_007026; RNA2: NC_007027"
"Aplysia abyssovirus 1" "GBBW01007738"
"Muarterivirus afrigant" "NC_035127"
"Alphaarterivirus equid" "NC_002532"
"Lambdaarterivirus afriporav" "NC_026439"
"Deltaarterivirus hemfev" "NC_003092"
"Epsilonarterivirus hemcep" "NC_038293"
"Epsilonarterivirus safriver" "NC_029992"
"Epsilonarterivirus zamalb" "NC_048209"
"Etaarterivirus ugarco 1" "NC_034455"
"Iotaarterivirus debrazmo" "NC_026509"
"Iotaarterivirus kibreg 1" "NC_038292"
"Iotaarterivirus pejah" "NC_027124"
"Thetaarterivirus kafuba" "NC_029053"
